Region,AccessFrequency,Performance,Redundancy,PricePerGB
germanywestcentral,Cool Tier,Standard HDD,GRS,0.03
germanywestcentral,Cool Tier,Standard HDD,ZRS,0.01875
germanywestcentral,Cool Tier,Standard HDD,GZRS,0.0347
germanywestcentral,Cool Tier,Premium SSD,LRS,na
germanywestcentral,Cool Tier,Premium SSD,GRS,na
germanywestcentral,Cool Tier,Premium SSD,ZRS,na
germanywestcentral,Cool Tier,Premium SSD,GZRS,na
germanywestcentral,Transaction Optimized,Standard HDD,LRS,0.0577
germanywestcentral,Transaction Optimized,Standard HDD,GRS,0.0962
germanywestcentral,Transaction Optimized,Standard HDD,ZRS,0.075
germanywestcentral,Transaction Optimized,Standard HDD,GZRS,0.135
germanywestcentral,Transaction Optimized,Premium SSD,LRS,na
germanywestcentral,Transaction Optimized,Premium SSD,GRS,na
germanywestcentral,Transaction Optimized,Premium SSD,ZRS,na
germanywestcentral,Transaction Optimized,Premium SSD,GZRS,na
indiasouthcentral,Hot Tier,Standard HDD,LRS,0.03
indiasouthcentral,Hot Tier,Standard HDD,GRS,0.06
indiasouthcentral,Hot Tier,Standard HDD,ZRS,0.0375
indiasouthcentral,Hot Tier,Standard HDD,GZRS,0.0675
indiasouthcentral,Hot Tier,Premium SSD,LRS,0.176
indiasouthcentral,Hot Tier,Premium SSD,GRS,na
indiasouthcentral,Hot Tier,Premium SSD,ZRS,0.22
indiasouthcentral,Hot Tier,Premium SSD,GZRS,na
indiasouthcentral,Cool Tier,Standard HDD,LRS,0.0165
indiasouthcentral,Cool Tier,Standard HDD,GRS,0.033
indiasouthcentral,Cool Tier,Standard HDD,ZRS,0.020625
indiasouthcentral,Cool Tier,Standard HDD,GZRS,0.037125
indiasouthcentral,Cool Tier,Premium SSD,LRS,na
indiasouthcentral,Cool Tier,Premium SSD,GRS,na
indiasouthcentral,Cool Tier,Premium SSD,ZRS,na
indiasouthcentral,Cool Tier,Premium SSD,GZRS,na
indiasouthcentral,Transaction Optimized,Standard HDD,LRS,0.066
indiasouthcentral,Transaction Optimized,Standard HDD,GRS,0.132
indiasouthcentral,Transaction Optimized,Standard HDD,ZRS,0.0825
indiasouthcentral,Transaction Optimized,Standard HDD,GZRS,0.1485
indiasouthcentral,Transaction Optimized,Premium SSD,LRS,na
indiasouthcentral,Transaction Optimized,Premium SSD,GRS,na
indiasouthcentral,Transaction Optimized,Premium SSD,ZRS,na
indiasouthcentral,Transaction Optimized,Premium SSD,GZRS,na
indonesiacentral,Hot Tier,Standard HDD,LRS,0.0255
indonesiacentral,Hot Tier,Standard HDD,GRS,na
indonesiacentral,Hot Tier,Standard HDD,ZRS,0.0319
indonesiacentral,Hot Tier,Standard HDD,GZRS,na
indonesiacentral,Hot Tier,Premium SSD,LRS,0.173
indonesiacentral,Hot Tier,Premium SSD,GRS,na
indonesiacentral,Hot Tier,Premium SSD,ZRS,0.216
indonesiacentral,Hot Tier,Premium SSD,GZRS,na
indonesiacentral,Cool Tier,Standard HDD,LRS,0.0216
indonesiacentral,Cool Tier,Standard HDD,GRS,na
indonesiacentral,Cool Tier,Standard HDD,ZRS,0.027
indonesiacentral,Cool Tier,Standard HDD,GZRS,na
indonesiacentral,Cool Tier,Premium SSD,LRS,na
indonesiacentral,Cool Tier,Premium SSD,GRS,na
indonesiacentral,Cool Tier,Premium SSD,ZRS,na
indonesiacentral,Cool Tier,Premium SSD,GZRS,na
indonesiacentral,Transaction Optimized,Standard HDD,LRS,0.06
indonesiacentral,Transaction Optimized,Standard HDD,GRS,na
indonesiacentral,Transaction Optimized,Standard HDD,ZRS,0.075
indonesiacentral,Transaction Optimized,Standard HDD,GZRS,na
indonesiacentral,Transaction Optimized,Premium SSD,LRS,na
indonesiacentral,Transaction Optimized,Premium SSD,GRS,na
indonesiacentral,Transaction Optimized,Premium SSD,ZRS,na
indonesiacentral,Transaction Optimized,Premium SSD,GZRS,na
israelcentral,Hot Tier,Standard HDD,LRS,0.026
israelcentral,Hot Tier,Standard HDD,GRS,na
israelcentral,Hot Tier,Standard HDD,ZRS,0.0325
israelcentral,Hot Tier,Standard HDD,GZRS,na
israelcentral,Hot Tier,Premium SSD,LRS,0.192
israelcentral,Hot Tier,Premium SSD,GRS,na
israelcentral,Hot Tier,Premium SSD,ZRS,0.24
israelcentral,Hot Tier,Premium SSD,GZRS,na
israelcentral,Cool Tier,Standard HDD,LRS,0.014352
israelcentral,Cool Tier,Standard HDD,GRS,0.036
israelcentral,Cool Tier,Standard HDD,ZRS,0.01794
israelcentral,Cool Tier,Standard HDD,GZRS,na
israelcentral,Cool Tier,Premium SSD,LRS,na
israelcentral,Cool Tier,Premium SSD,GRS,na
israelcentral,Cool Tier,Premium SSD,ZRS,na
israelcentral,Cool Tier,Premium SSD,GZRS,na
israelcentral,Transaction Optimized,Standard HDD,LRS,0.06
israelcentral,Transaction Optimized,Standard HDD,GRS,na
israelcentral,Transaction Optimized,Standard HDD,ZRS,0.09
israelcentral,Transaction Optimized,Standard HDD,GZRS,na
israelcentral,Transaction Optimized,Premium SSD,LRS,na
israelcentral,Transaction Optimized,Premium SSD,GRS,na
israelcentral,Transaction Optimized,Premium SSD,ZRS,na
israelcentral,Transaction Optimized,Premium SSD,GZRS,na
italynorth,Hot Tier,Standard HDD,LRS,0.02648
italynorth,Hot Tier,Standard HDD,GRS,na
italynorth,Hot Tier,Standard HDD,ZRS,0.0331
italynorth,Hot Tier,Standard HDD,GZRS,na
italynorth,Hot Tier,Premium SSD,LRS,0.192
italynorth,Hot Tier,Premium SSD,GRS,na
italynorth,Hot Tier,Premium SSD,ZRS,0.24
italynorth,Hot Tier,Premium SSD,GZRS,na
italynorth,Cool Tier,Standard HDD,LRS,0.015
italynorth,Cool Tier,Standard HDD,GRS,na
italynorth,Cool Tier,Standard HDD,ZRS,0.0197
italynorth,Cool Tier,Standard HDD,GZRS,na
italynorth,Cool Tier,Premium SSD,LRS,na
italynorth,Cool Tier,Premium SSD,GRS,na
italynorth,Cool Tier,Premium SSD,ZRS,na
italynorth,Cool Tier,Premium SSD,GZRS,na
italynorth,Transaction Optimized,Standard HDD,LRS,0.06
italynorth,Transaction Optimized,Standard HDD,GRS,na
italynorth,Transaction Optimized,Standard HDD,ZRS,0.075
italynorth,Transaction Optimized,Standard HDD,GZRS,na
italynorth,Transaction Optimized,Premium SSD,LRS,na
italynorth,Transaction Optimized,Premium SSD,GRS,na
italynorth,Transaction Optimized,Premium SSD,ZRS,na
italynorth,Transaction Optimized,Premium SSD,GZRS,na
japaneast,Hot Tier,Standard HDD,LRS,0.03
japaneast,Hot Tier,Standard HDD,GRS,0.06
japaneast,Hot Tier,Standard HDD,ZRS,0.0375
japaneast,Hot Tier,Standard HDD,GZRS,0.0675
japaneast,Hot Tier,Premium SSD,LRS,0.192
japaneast,Hot Tier,Premium SSD,GRS,na
japaneast,Hot Tier,Premium SSD,ZRS,0.24
japaneast,Hot Tier,Premium SSD,GZRS,na
japaneast,Cool Tier,Standard HDD,LRS,0.0225
japaneast,Cool Tier,Standard HDD,GRS,0.045
japaneast,Cool Tier,Standard HDD,ZRS,0.0281
japaneast,Cool Tier,Standard HDD,GZRS,0.0506
japaneast,Cool Tier,Premium SSD,LRS,na
japaneast,Cool Tier,Premium SSD,GRS,na
japaneast,Cool Tier,Premium SSD,ZRS,na
japaneast,Cool Tier,Premium SSD,GZRS,na
japaneast,Transaction Optimized,Standard HDD,LRS,0.06
japaneast,Transaction Optimized,Standard HDD,GRS,0.1
japaneast,Transaction Optimized,Standard HDD,ZRS,0.075
japaneast,Transaction Optimized,Standard HDD,GZRS,0.135
japaneast,Transaction Optimized,Premium SSD,LRS,na
japaneast,Transaction Optimized,Premium SSD,GRS,na
japaneast,Transaction Optimized,Premium SSD,ZRS,na
japaneast,Transaction Optimized,Premium SSD,GZRS,na
japanwest,Hot Tier,Standard HDD,LRS,0.03
japanwest,Hot Tier,Standard HDD,GRS,0.06
japanwest,Hot Tier,Standard HDD,ZRS,0.0375
japanwest,Hot Tier,Standard HDD,GZRS,0.0675
japanwest,Hot Tier,Premium SSD,LRS,0.248
japanwest,Hot Tier,Premium SSD,GRS,na
japanwest,Hot Tier,Premium SSD,ZRS,0.31
japanwest,Hot Tier,Premium SSD,GZRS,na
japanwest,Cool Tier,Standard HDD,LRS,0.0225
japanwest,Cool Tier,Standard HDD,GRS,0.045
japanwest,Cool Tier,Standard HDD,ZRS,0.0281
japanwest,Cool Tier,Standard HDD,GZRS,na
japanwest,Cool Tier,Premium SSD,LRS,na
japanwest,Cool Tier,Premium SSD,GRS,na
japanwest,Cool Tier,Premium SSD,ZRS,na
japanwest,Cool Tier,Premium SSD,GZRS,na
japanwest,Transaction Optimized,Standard HDD,LRS,0.06
japanwest,Transaction Optimized,Standard HDD,GRS,0.1
japanwest,Transaction Optimized,Standard HDD,ZRS,0.075
japanwest,Transaction Optimized,Standard HDD,GZRS,0.20925
japanwest,Transaction Optimized,Premium SSD,LRS,na
japanwest,Transaction Optimized,Premium SSD,GRS,na
japanwest,Transaction Optimized,Premium SSD,ZRS,na
japanwest,Transaction Optimized,Premium SSD,GZRS,na
koreacentral,Hot Tier,Standard HDD,LRS,0.03
koreacentral,Hot Tier,Standard HDD,GRS,0.06
koreacentral,Hot Tier,Standard HDD,ZRS,0.0375
koreacentral,Hot Tier,Standard HDD,GZRS,na
koreacentral,Hot Tier,Premium SSD,LRS,0.176
koreacentral,Hot Tier,Premium SSD,GRS,na
koreacentral,Hot Tier,Premium SSD,ZRS,0.22
koreacentral,Hot Tier,Premium SSD,GZRS,na
koreacentral,Cool Tier,Standard HDD,LRS,0.0216
koreacentral,Cool Tier,Standard HDD,GRS,0.0432
koreacentral,Cool Tier,Standard HDD,ZRS,0.027
koreacentral,Cool Tier,Standard HDD,GZRS,na
koreacentral,Cool Tier,Premium SSD,LRS,na
koreacentral,Cool Tier,Premium SSD,GRS,na
koreacentral,Cool Tier,Premium SSD,ZRS,na
koreacentral,Cool Tier,Premium SSD,GZRS,na
koreacentral,Transaction Optimized,Standard HDD,LRS,0.066
koreacentral,Transaction Optimized,Standard HDD,GRS,0.11
koreacentral,Transaction Optimized,Standard HDD,ZRS,0.0825
koreacentral,Transaction Optimized,Standard HDD,GZRS,0.18225
koreacentral,Transaction Optimized,Premium SSD,LRS,na
koreacentral,Transaction Optimized,Premium SSD,GRS,na
koreacentral,Transaction Optimized,Premium SSD,ZRS,na
koreacentral,Transaction Optimized,Premium SSD,GZRS,na
koreasouth,Hot Tier,Standard HDD,LRS,0.03
koreasouth,Hot Tier,Standard HDD,GRS,0.06
koreasouth,Hot Tier,Standard HDD,ZRS,na
koreasouth,Hot Tier,Standard HDD,GZRS,na
koreasouth,Hot Tier,Premium SSD,LRS,0.184
koreasouth,Hot Tier,Premium SSD,GRS,na
koreasouth,Hot Tier,Premium SSD,ZRS,na
koreasouth,Hot Tier,Premium SSD,GZRS,na
koreasouth,Cool Tier,Standard HDD,LRS,0.0216
koreasouth,Cool Tier,Standard HDD,GRS,0.0432
koreasouth,Cool Tier,Standard HDD,ZRS,na
koreasouth,Cool Tier,Standard HDD,GZRS,na
koreasouth,Cool Tier,Premium SSD,LRS,na
koreasouth,Cool Tier,Premium SSD,GRS,na
koreasouth,Cool Tier,Premium SSD,ZRS,na
koreasouth,Cool Tier,Premium SSD,GZRS,na
koreasouth,Transaction Optimized,Standard HDD,LRS,0.066
koreasouth,Transaction Optimized,Standard HDD,GRS,0.11
koreasouth,Transaction Optimized,Standard HDD,ZRS,na
koreasouth,Transaction Optimized,Standard HDD,GZRS,na
koreasouth,Transaction Optimized,Premium SSD,LRS,na
koreasouth,Transaction Optimized,Premium SSD,GRS,na
koreasouth,Transaction Optimized,Premium SSD,ZRS,na
koreasouth,Transaction Optimized,Premium SSD,GZRS,na
malaysiawest,Hot Tier,Standard HDD,LRS,0.0255
malaysiawest,Hot Tier,Standard HDD,GRS,na
malaysiawest,Hot Tier,Standard HDD,ZRS,0.0319
malaysiawest,Hot Tier,Standard HDD,GZRS,na
malaysiawest,Hot Tier,Premium SSD,LRS,0.173
malaysiawest,Hot Tier,Premium SSD,GRS,na
malaysiawest,Hot Tier,Premium SSD,ZRS,0.216
malaysiawest,Hot Tier,Premium SSD,GZRS,na
malaysiawest,Cool Tier,Standard HDD,LRS,0.0216
malaysiawest,Cool Tier,Standard HDD,GRS,na
malaysiawest,Cool Tier,Standard HDD,ZRS,0.027
malaysiawest,Cool Tier,Standard HDD,GZRS,na
malaysiawest,Cool Tier,Premium SSD,LRS,na
malaysiawest,Cool Tier,Premium SSD,GRS,na
malaysiawest,Cool Tier,Premium SSD,ZRS,na
malaysiawest,Cool Tier,Premium SSD,GZRS,na
malaysiawest,Transaction Optimized,Standard HDD,LRS,0.06
malaysiawest,Transaction Optimized,Standard HDD,GRS,0.1
malaysiawest,Transaction Optimized,Standard HDD,ZRS,0.075
malaysiawest,Transaction Optimized,Standard HDD,GZRS,na
malaysiawest,Transaction Optimized,Premium SSD,LRS,na
malaysiawest,Transaction Optimized,Premium SSD,GRS,na
malaysiawest,Transaction Optimized,Premium SSD,ZRS,na
malaysiawest,Transaction Optimized,Premium SSD,GZRS,na
mexicocentral,Hot Tier,Standard HDD,LRS,0.03157
mexicocentral,Hot Tier,Standard HDD,GRS,na
mexicocentral,Hot Tier,Standard HDD,ZRS,0.039463
mexicocentral,Hot Tier,Standard HDD,GZRS,na
mexicocentral,Hot Tier,Premium SSD,LRS,0.176
mexicocentral,Hot Tier,Premium SSD,GRS,na
mexicocentral,Hot Tier,Premium SSD,ZRS,0.22
mexicocentral,Hot Tier,Premium SSD,GZRS,na
mexicocentral,Cool Tier,Standard HDD,LRS,0.02508
mexicocentral,Cool Tier,Standard HDD,GRS,na
mexicocentral,Cool Tier,Standard HDD,ZRS,0.03135
mexicocentral,Cool Tier,Standard HDD,GZRS,na
mexicocentral,Cool Tier,Premium SSD,LRS,na
mexicocentral,Cool Tier,Premium SSD,GRS,na
mexicocentral,Cool Tier,Premium SSD,ZRS,na
mexicocentral,Cool Tier,Premium SSD,GZRS,na
mexicocentral,Transaction Optimized,Standard HDD,LRS,0.066
mexicocentral,Transaction Optimized,Standard HDD,GRS,na
mexicocentral,Transaction Optimized,Standard HDD,ZRS,0.0825
mexicocentral,Transaction Optimized,Standard HDD,GZRS,na
mexicocentral,Transaction Optimized,Premium SSD,LRS,na
mexicocentral,Transaction Optimized,Premium SSD,GRS,na
mexicocentral,Transaction Optimized,Premium SSD,ZRS,na
mexicocentral,Transaction Optimized,Premium SSD,GZRS,na
newzealandnorth,Hot Tier,Standard HDD,LRS,0.02898
newzealandnorth,Hot Tier,Standard HDD,GRS,na
newzealandnorth,Hot Tier,Standard HDD,ZRS,0.036225
newzealandnorth,Hot Tier,Standard HDD,GZRS,na
newzealandnorth,Hot Tier,Premium SSD,LRS,0.2016
newzealandnorth,Hot Tier,Premium SSD,GRS,na
newzealandnorth,Hot Tier,Premium SSD,ZRS,0.252
newzealandnorth,Hot Tier,Premium SSD,GZRS,na
newzealandnorth,Cool Tier,Standard HDD,LRS,0.023625
newzealandnorth,Cool Tier,Standard HDD,GRS,na
newzealandnorth,Cool Tier,Standard HDD,ZRS,0.029505
newzealandnorth,Cool Tier,Standard HDD,GZRS,na
newzealandnorth,Cool Tier,Premium SSD,LRS,na
newzealandnorth,Cool Tier,Premium SSD,GRS,na
newzealandnorth,Cool Tier,Premium SSD,ZRS,na
newzealandnorth,Cool Tier,Premium SSD,GZRS,na
newzealandnorth,Transaction Optimized,Standard HDD,LRS,0.0693
newzealandnorth,Transaction Optimized,Standard HDD,GRS,na
newzealandnorth,Transaction Optimized,Standard HDD,ZRS,0.086625
newzealandnorth,Transaction Optimized,Standard HDD,GZRS,na
newzealandnorth,Transaction Optimized,Premium SSD,LRS,na
newzealandnorth,Transaction Optimized,Premium SSD,GRS,na
newzealandnorth,Transaction Optimized,Premium SSD,ZRS,na
newzealandnorth,Transaction Optimized,Premium SSD,GZRS,na
northcentralus,Hot Tier,Standard HDD,LRS,0.0312
northcentralus,Hot Tier,Standard HDD,GRS,0.0624
northcentralus,Hot Tier,Standard HDD,ZRS,0.03804
northcentralus,Hot Tier,Standard HDD,GZRS,na
northcentralus,Hot Tier,Premium SSD,LRS,0.16
northcentralus,Hot Tier,Premium SSD,GRS,na
northcentralus,Hot Tier,Premium SSD,ZRS,0.2
northcentralus,Hot Tier,Premium SSD,GZRS,na
northcentralus,Cool Tier,Standard HDD,LRS,0.0228
northcentralus,Cool Tier,Standard HDD,GRS,0.0456
northcentralus,Cool Tier,Standard HDD,ZRS,0.02256
northcentralus,Cool Tier,Standard HDD,GZRS,na
northcentralus,Cool Tier,Premium SSD,LRS,na
northcentralus,Cool Tier,Premium SSD,GRS,na
northcentralus,Cool Tier,Premium SSD,ZRS,na
northcentralus,Cool Tier,Premium SSD,GZRS,na
northcentralus,Transaction Optimized,Standard HDD,LRS,0.06
northcentralus,Transaction Optimized,Standard HDD,GRS,0.1
northcentralus,Transaction Optimized,Standard HDD,ZRS,0.09
northcentralus,Transaction Optimized,Standard HDD,GZRS,na
northcentralus,Transaction Optimized,Premium SSD,LRS,na
northcentralus,Transaction Optimized,Premium SSD,GRS,na
northcentralus,Transaction Optimized,Premium SSD,ZRS,na
northcentralus,Transaction Optimized,Premium SSD,GZRS,na
northeurope,Hot Tier,Standard HDD,LRS,0.0304
northeurope,Hot Tier,Standard HDD,GRS,0.0508
northeurope,Hot Tier,Standard HDD,ZRS,0.0317
northeurope,Hot Tier,Standard HDD,GZRS,0.0588
northeurope,Hot Tier,Premium SSD,LRS,0.176
northeurope,Hot Tier,Premium SSD,GRS,na
northeurope,Hot Tier,Premium SSD,ZRS,0.22
northeurope,Hot Tier,Premium SSD,GZRS,na
northeurope,Cool Tier,Standard HDD,LRS,0.015
northeurope,Cool Tier,Standard HDD,GRS,0.03
northeurope,Cool Tier,Standard HDD,ZRS,0.0188
northeurope,Cool Tier,Standard HDD,GZRS,0.0338
northeurope,Cool Tier,Premium SSD,LRS,na
northeurope,Cool Tier,Premium SSD,GRS,na
northeurope,Cool Tier,Premium SSD,ZRS,na
northeurope,Cool Tier,Premium SSD,GZRS,na
northeurope,Transaction Optimized,Standard HDD,LRS,0.06
northeurope,Transaction Optimized,Standard HDD,GRS,0.1
northeurope,Transaction Optimized,Standard HDD,ZRS,0.075
northeurope,Transaction Optimized,Standard HDD,GZRS,0.135
northeurope,Transaction Optimized,Premium SSD,LRS,na
northeurope,Transaction Optimized,Premium SSD,GRS,na
northeurope,Transaction Optimized,Premium SSD,ZRS,na
northeurope,Transaction Optimized,Premium SSD,GZRS,na
norwayeast,Hot Tier,Standard HDD,LRS,0.0298
norwayeast,Hot Tier,Standard HDD,GRS,0.0595
norwayeast,Hot Tier,Standard HDD,ZRS,0.0364
norwayeast,Hot Tier,Standard HDD,GZRS,0.07605
norwayeast,Hot Tier,Premium SSD,LRS,0.2288
norwayeast,Hot Tier,Premium SSD,GRS,na
norwayeast,Hot Tier,Premium SSD,ZRS,0.286
norwayeast,Hot Tier,Premium SSD,GZRS,na
norwayeast,Cool Tier,Standard HDD,LRS,0.0165
norwayeast,Cool Tier,Standard HDD,GRS,0.033
norwayeast,Cool Tier,Standard HDD,ZRS,0.0217
norwayeast,Cool Tier,Standard HDD,GZRS,0.042125
norwayeast,Cool Tier,Premium SSD,LRS,na
norwayeast,Cool Tier,Premium SSD,GRS,na
norwayeast,Cool Tier,Premium SSD,ZRS,na
norwayeast,Cool Tier,Premium SSD,GZRS,na
norwayeast,Transaction Optimized,Standard HDD,LRS,0.066
norwayeast,Transaction Optimized,Standard HDD,GRS,0.11
norwayeast,Transaction Optimized,Standard HDD,ZRS,0.0825
norwayeast,Transaction Optimized,Standard HDD,GZRS,0.1683
norwayeast,Transaction Optimized,Premium SSD,LRS,na
norwayeast,Transaction Optimized,Premium SSD,GRS,na
norwayeast,Transaction Optimized,Premium SSD,ZRS,na
norwayeast,Transaction Optimized,Premium SSD,GZRS,na
norwaywest,Hot Tier,Standard HDD,LRS,0.0388
norwaywest,Hot Tier,Standard HDD,GRS,0.0774
norwaywest,Hot Tier,Standard HDD,ZRS,na
norwaywest,Hot Tier,Standard HDD,GZRS,na
norwaywest,Hot Tier,Premium SSD,LRS,0.16
norwaywest,Hot Tier,Premium SSD,GRS,na
norwaywest,Hot Tier,Premium SSD,ZRS,na
norwaywest,Hot Tier,Premium SSD,GZRS,na
norwaywest,Cool Tier,Standard HDD,LRS,0.0215
norwaywest,Cool Tier,Standard HDD,GRS,0.0429
norwaywest,Cool Tier,Standard HDD,ZRS,na
norwaywest,Cool Tier,Standard HDD,GZRS,na
norwaywest,Cool Tier,Premium SSD,LRS,na
norwaywest,Cool Tier,Premium SSD,GRS,na
norwaywest,Cool Tier,Premium SSD,ZRS,na
norwaywest,Cool Tier,Premium SSD,GZRS,na
norwaywest,Transaction Optimized,Standard HDD,LRS,0.0858
norwaywest,Transaction Optimized,Standard HDD,GRS,0.143
norwaywest,Transaction Optimized,Standard HDD,ZRS,na
norwaywest,Transaction Optimized,Standard HDD,GZRS,na
norwaywest,Transaction Optimized,Premium SSD,LRS,na
norwaywest,Transaction Optimized,Premium SSD,GRS,na
norwaywest,Transaction Optimized,Premium SSD,ZRS,na
norwaywest,Transaction Optimized,Premium SSD,GZRS,na
polandcentral,Hot Tier,Standard HDD,LRS,0.0271
polandcentral,Hot Tier,Standard HDD,GRS,na
polandcentral,Hot Tier,Standard HDD,ZRS,0.0331
polandcentral,Hot Tier,Standard HDD,GZRS,na
polandcentral,Hot Tier,Premium SSD,LRS,0.192
polandcentral,Hot Tier,Premium SSD,GRS,na
polandcentral,Hot Tier,Premium SSD,ZRS,0.24
polandcentral,Hot Tier,Premium SSD,GZRS,na
polandcentral,Cool Tier,Standard HDD,LRS,0.015
polandcentral,Cool Tier,Standard HDD,GRS,na
polandcentral,Cool Tier,Standard HDD,ZRS,0.01875
polandcentral,Cool Tier,Standard HDD,GZRS,na
polandcentral,Cool Tier,Premium SSD,LRS,na
polandcentral,Cool Tier,Premium SSD,GRS,na
polandcentral,Cool Tier,Premium SSD,ZRS,na
polandcentral,Cool Tier,Premium SSD,GZRS,na
polandcentral,Transaction Optimized,Standard HDD,LRS,0.06
polandcentral,Transaction Optimized,Standard HDD,GRS,na
polandcentral,Transaction Optimized,Standard HDD,ZRS,0.075
polandcentral,Transaction Optimized,Standard HDD,GZRS,na
polandcentral,Transaction Optimized,Premium SSD,LRS,na
polandcentral,Transaction Optimized,Premium SSD,GRS,na
polandcentral,Transaction Optimized,Premium SSD,ZRS,na
polandcentral,Transaction Optimized,Premium SSD,GZRS,na
qatarcentral,Hot Tier,Standard HDD,LRS,0.026
qatarcentral,Hot Tier,Standard HDD,GRS,na
qatarcentral,Hot Tier,Standard HDD,ZRS,0.0325
qatarcentral,Hot Tier,Standard HDD,GZRS,na
qatarcentral,Hot Tier,Premium SSD,LRS,0.192
qatarcentral,Hot Tier,Premium SSD,GRS,na
qatarcentral,Hot Tier,Premium SSD,ZRS,0.24
qatarcentral,Hot Tier,Premium SSD,GZRS,na
qatarcentral,Cool Tier,Standard HDD,LRS,0.014352
qatarcentral,Cool Tier,Standard HDD,GRS,na
qatarcentral,Cool Tier,Standard HDD,ZRS,0.01794
qatarcentral,Cool Tier,Standard HDD,GZRS,na
qatarcentral,Cool Tier,Premium SSD,LRS,na
qatarcentral,Cool Tier,Premium SSD,GRS,na
qatarcentral,Cool Tier,Premium SSD,ZRS,na
qatarcentral,Cool Tier,Premium SSD,GZRS,na
qatarcentral,Transaction Optimized,Standard HDD,LRS,0.06
qatarcentral,Transaction Optimized,Standard HDD,GRS,na
qatarcentral,Transaction Optimized,Standard HDD,ZRS,0.09
qatarcentral,Transaction Optimized,Standard HDD,GZRS,na
qatarcentral,Transaction Optimized,Premium SSD,LRS,na
qatarcentral,Transaction Optimized,Premium SSD,GRS,na
qatarcentral,Transaction Optimized,Premium SSD,ZRS,na
qatarcentral,Transaction Optimized,Premium SSD,GZRS,na
southafricanorth,Hot Tier,Standard HDD,LRS,0.0371
southafricanorth,Hot Tier,Standard HDD,GRS,0.074
southafricanorth,Hot Tier,Standard HDD,ZRS,0.0462
southafricanorth,Hot Tier,Standard HDD,GZRS,0.10685
southafricanorth,Hot Tier,Premium SSD,LRS,0.214
southafricanorth,Hot Tier,Premium SSD,GRS,na
southafricanorth,Hot Tier,Premium SSD,ZRS,0.268
southafricanorth,Hot Tier,Premium SSD,GZRS,na
southafricanorth,Cool Tier,Standard HDD,LRS,0.0201
southafricanorth,Cool Tier,Standard HDD,GRS,0.0402
southafricanorth,Cool Tier,Standard HDD,ZRS,0.0252
southafricanorth,Cool Tier,Standard HDD,GZRS,0.074898
southafricanorth,Cool Tier,Premium SSD,LRS,na
southafricanorth,Cool Tier,Premium SSD,GRS,na
southafricanorth,Cool Tier,Premium SSD,ZRS,na
southafricanorth,Cool Tier,Premium SSD,GZRS,na
southafricanorth,Transaction Optimized,Standard HDD,LRS,0.0867
southafricanorth,Transaction Optimized,Standard HDD,GRS,0.145
southafricanorth,Transaction Optimized,Standard HDD,ZRS,0.108
southafricanorth,Transaction Optimized,Standard HDD,GZRS,0.1971
southafricanorth,Transaction Optimized,Premium SSD,LRS,na
southafricanorth,Transaction Optimized,Premium SSD,GRS,na
southafricanorth,Transaction Optimized,Premium SSD,ZRS,na
southafricanorth,Transaction Optimized,Premium SSD,GZRS,na
southafricawest,Hot Tier,Standard HDD,LRS,0.0464
southafricawest,Hot Tier,Standard HDD,GRS,0.0927
southafricawest,Hot Tier,Standard HDD,ZRS,na
southafricawest,Hot Tier,Standard HDD,GZRS,na
southafricawest,Hot Tier,Premium SSD,LRS,0.269
southafricawest,Hot Tier,Premium SSD,GRS,na
southafricawest,Hot Tier,Premium SSD,ZRS,na
southafricawest,Hot Tier,Premium SSD,GZRS,na
southafricawest,Cool Tier,Standard HDD,LRS,0.0252
southafricawest,Cool Tier,Standard HDD,GRS,0.0504
southafricawest,Cool Tier,Standard HDD,ZRS,na
southafricawest,Cool Tier,Standard HDD,GZRS,na
southafricawest,Cool Tier,Premium SSD,LRS,na
southafricawest,Cool Tier,Premium SSD,GRS,na
southafricawest,Cool Tier,Premium SSD,ZRS,na
southafricawest,Cool Tier,Premium SSD,GZRS,na
southafricawest,Transaction Optimized,Standard HDD,LRS,0.0998
southafricawest,Transaction Optimized,Standard HDD,GRS,0.166
southafricawest,Transaction Optimized,Standard HDD,ZRS,na
southafricawest,Transaction Optimized,Standard HDD,GZRS,na
southafricawest,Transaction Optimized,Premium SSD,LRS,na
southafricawest,Transaction Optimized,Premium SSD,GRS,na
southafricawest,Transaction Optimized,Premium SSD,ZRS,na
southafricawest,Transaction Optimized,Premium SSD,GZRS,na
southcentralus,Hot Tier,Standard HDD,LRS,0.0276
southcentralus,Hot Tier,Standard HDD,GRS,0.0552
southcentralus,Hot Tier,Standard HDD,ZRS,0.0345
southcentralus,Hot Tier,Standard HDD,GZRS,0.0657
southcentralus,Hot Tier,Premium SSD,LRS,0.192
southcentralus,Hot Tier,Premium SSD,GRS,na
southcentralus,Hot Tier,Premium SSD,ZRS,0.24
southcentralus,Hot Tier,Premium SSD,GZRS,na
southcentralus,Cool Tier,Standard HDD,LRS,0.015
southcentralus,Cool Tier,Standard HDD,GRS,0.03
southcentralus,Cool Tier,Standard HDD,ZRS,0.0188
southcentralus,Cool Tier,Standard HDD,GZRS,0.04155
southcentralus,Cool Tier,Premium SSD,LRS,na
southcentralus,Cool Tier,Premium SSD,GRS,na
southcentralus,Cool Tier,Premium SSD,ZRS,na
southcentralus,Cool Tier,Premium SSD,GZRS,na
